transferOrdNo,woNumber,time_taken_to_complete_order,workers_needed
TO39263,WO98577,142,2
TO39263,WO98578,49,5
TO39263,WO98579,146,9
TO39263,WO98580,354,10
TO39264,WO98581,46,6
TO39264,WO98582,118,8
TO39264,WO98583,51,5
TO39265,WO98584,204,9
TO39265,WO98585,122,3
TO39265,WO98586,251,6
TO39265,WO98587,332,5
TO39266,WO98588,85,8
TO39267,WO98589,83,6
TO39267,WO98590,210,3
TO39268,WO98591,289,9
TO39268,WO98592,132,9
TO39269,WO98593,305,5
TO39270,WO98594,140,4
TO39270,WO98595,255,4
TO39271,WO98596,209,9
TO39272,WO98597,184,8
TO39272,WO98598,267,3
TO39273,WO98599,61,8
TO39273,WO98600,67,9
TO39273,WO98601,148,6
TO39273,WO98602,46,6
TO39274,WO98603,33,7
TO39274,WO98604,265,3
TO39274,WO98605,164,4
TO39275,WO98606,114,7
TO39275,WO98607,326,9
TO39275,WO98608,269,4
TO39275,WO98609,80,5
TO39276,WO98610,295,6
TO39276,WO98611,322,4
TO39276,WO98612,134,1
TO39276,WO98613,103,7
TO39277,WO98614,226,2
TO39277,WO98615,141,7
TO39277,WO98616,200,6
TO39278,WO98617,61,4
TO39278,WO98618,308,10
TO39278,WO98619,179,1
TO39279,WO98620,78,5
TO39279,WO98621,120,3
TO39279,WO98622,50,3
TO39280,WO98623,354,10
TO39280,WO98624,301,4
TO39280,WO98625,127,6
TO39280,WO98626,237,3
TO39281,WO98627,267,9
TO39281,WO98628,265,1
TO39281,WO98629,93,9
TO39281,WO98630,343,9
TO39282,WO98631,129,2
TO39283,WO98632,169,4
TO39283,WO98633,149,2
TO39283,WO98634,295,6
TO39283,WO98635,193,1
TO39284,WO98636,48,8
TO39284,WO98637,273,8
TO39284,WO98638,312,3
TO39284,WO98639,230,2
TO39285,WO98640,297,7
TO39285,WO98641,303,4
TO39285,WO98642,141,1
TO39285,WO98643,56,2
TO39286,WO98644,48,8
TO39287,WO98645,309,8
TO39288,WO98646,107,9
TO39288,WO98647,302,6
TO39288,WO98648,217,2
TO39288,WO98649,163,7
TO39289,WO98650,148,10
TO39289,WO98651,155,3
TO39289,WO98652,53,9
TO39289,WO98653,115,1
TO39290,WO98654,88,2
TO39290,WO98655,134,5
TO39290,WO98656,89,5
TO39291,WO98657,32,10
TO39292,WO98658,101,3
TO39292,WO98659,101,5
TO39292,WO98660,310,1
TO39292,WO98661,178,3
TO39293,WO98662,128,7
TO39293,WO98663,50,2
TO39294,WO98664,37,1
TO39294,WO98665,322,3
TO39294,WO98666,327,4
TO39295,WO98667,71,2
TO39295,WO98668,199,1
TO39296,WO98669,184,1
TO39296,WO98670,330,4
TO39296,WO98671,293,2
TO39296,WO98672,169,2
TO39297,WO98673,251,6
TO39297,WO98674,309,10
TO39297,WO98675,174,2
TO39298,WO98676,85,2
TO39298,WO98677,195,5
TO39299,WO98678,212,5
TO39299,WO98679,342,10
TO39299,WO98680,41,10
TO39300,WO98681,59,2
TO39300,WO98682,156,7
TO39301,WO98683,262,9
TO39301,WO98684,184,4
TO39301,WO98685,98,8
TO39301,WO98686,96,5
TO39302,WO98687,208,4
TO39302,WO98688,326,7
TO39302,WO98689,169,3
TO39302,WO98690,78,9
TO39303,WO98691,162,10
TO39304,WO98692,301,6
TO39304,WO98693,155,7
TO39304,WO98694,134,10
TO39304,WO98695,252,6
TO39305,WO98696,120,6
TO39306,WO98697,113,4
TO39306,WO98698,87,9
TO39306,WO98699,201,3
TO39306,WO98700,322,2
TO39307,WO98701,245,2
TO39307,WO98702,349,5
TO39307,WO98703,64,8
TO39308,WO98704,32,2
TO39308,WO98705,266,9
TO39308,WO98706,314,9
TO39309,WO98707,307,8
TO39309,WO98708,255,6
TO39309,WO98709,109,7
TO39309,WO98710,339,4
TO39310,WO98711,287,3
TO39310,WO98712,313,1
TO39310,WO98713,50,5
TO39311,WO98714,46,2
TO39311,WO98715,240,8
TO39311,WO98716,214,9
TO39312,WO98717,49,1
TO39313,WO98718,163,8
TO39314,WO98719,344,5
TO39314,WO98720,306,8
TO39314,WO98721,336,9
TO39315,WO98722,298,1
TO39315,WO98723,350,4
TO39316,WO98724,84,8
TO39317,WO98725,52,1
TO39317,WO98726,87,4
TO39317,WO98727,350,3
TO39317,WO98728,326,7
TO39318,WO98729,292,8
TO39318,WO98730,147,6
TO39319,WO98731,66,6
TO39319,WO98732,285,4
TO39320,WO98733,67,3
TO39320,WO98734,318,1
TO39320,WO98735,279,8
TO39320,WO98736,147,6
TO39321,WO98737,201,9
TO39321,WO98738,30,7
TO39321,WO98739,146,5
TO39321,WO98740,104,8
TO39322,WO98741,230,1
TO39323,WO98742,122,8
TO39324,WO98743,226,1
TO39325,WO98744,227,3
TO39325,WO98745,244,1
TO39325,WO98746,232,2
TO39326,WO98747,228,7
TO39326,WO98748,239,2
TO39326,WO98749,150,1
TO39326,WO98750,358,2
TO39327,WO98751,341,6
TO39327,WO98752,31,9
TO39327,WO98753,191,10
TO39328,WO98754,166,6
TO39329,WO98755,83,9
TO39329,WO98756,150,3
TO39330,WO98757,123,10
TO39330,WO98758,151,9
TO39330,WO98759,44,5
TO39331,WO98760,270,10
TO39331,WO98761,80,5
TO39331,WO98762,239,4
TO39332,WO98763,165,7
TO39332,WO98764,290,6
TO39333,WO98765,177,9
TO39334,WO98766,97,5
TO39334,WO98767,201,7
TO39334,WO98768,313,6
TO39334,WO98769,247,9
TO39335,WO98770,282,4
TO39335,WO98771,176,3
TO39335,WO98772,215,5
TO39336,WO98773,177,7
TO39336,WO98774,201,6
TO39336,WO98775,184,5
TO39337,WO98776,211,7
TO39337,WO98777,114,9
TO39337,WO98778,274,3
TO39338,WO98779,214,3
TO39339,WO98780,241,6
TO39339,WO98781,132,3
TO39339,WO98782,167,4
TO39340,WO98783,317,3
TO39340,WO98784,205,3
TO39340,WO98785,30,4
TO39340,WO98786,260,1
TO39341,WO98787,98,3
TO39341,WO98788,186,10
TO39341,WO98789,120,6
TO39341,WO98790,353,10
TO39342,WO98791,321,6
TO39342,WO98792,282,1
TO39342,WO98793,353,7
TO39342,WO98794,308,10
TO39343,WO98795,249,6
TO39343,WO98796,254,10
TO39343,WO98797,325,7
TO39344,WO98798,52,5
TO39344,WO98799,185,10
TO39345,WO98800,171,1
TO39345,WO98801,107,7
TO39346,WO98802,175,2
TO39346,WO98803,67,2
TO39347,WO98804,311,8
TO39347,WO98805,80,8
TO39347,WO98806,84,4
TO39348,WO98807,135,6
TO39348,WO98808,36,10
TO39348,WO98809,157,1
TO39349,WO98810,56,10
TO39349,WO98811,330,2
TO39349,WO98812,266,10
TO39349,WO98813,193,8
TO39350,WO98814,176,8
TO39350,WO98815,341,2
TO39350,WO98816,329,2
TO39350,WO98817,342,4
TO39351,WO98818,105,2
TO39351,WO98819,262,3
TO39351,WO98820,223,1
TO39352,WO98821,110,2
TO39353,WO98822,247,7
TO39353,WO98823,207,8
TO39353,WO98824,238,4
TO39353,WO98825,140,2
TO39354,WO98826,135,6
TO39355,WO98827,270,5
TO39355,WO98828,339,1
TO39356,WO98829,323,7
TO39356,WO98830,92,8
TO39357,WO98831,313,8
TO39357,WO98832,176,9
TO39357,WO98833,231,2
TO39358,WO98834,82,5
TO39358,WO98835,183,2
TO39358,WO98836,188,9
TO39358,WO98837,270,8
TO39359,WO98838,287,3
TO39359,WO98839,268,5
TO39359,WO98840,163,10
TO39360,WO98841,183,10
TO39360,WO98842,61,1
TO39360,WO98843,316,2
TO39360,WO98844,352,1
TO39361,WO98845,319,1
TO39361,WO98846,200,5
TO39361,WO98847,233,7
TO39362,WO98848,91,5
TO39363,WO98849,253,5
TO39363,WO98850,171,4
TO39364,WO98851,121,6
TO39365,WO98852,240,5
TO39365,WO98853,265,2
TO39365,WO98854,85,8
TO39365,WO98855,33,3
TO39366,WO98856,250,9
TO39366,WO98857,316,2
TO39367,WO98858,202,6
TO39367,WO98859,43,8
TO39368,WO98860,343,5
TO39368,WO98861,87,2
TO39368,WO98862,166,9
TO39368,WO98863,77,9
TO39369,WO98864,178,2
TO39369,WO98865,44,6
TO39369,WO98866,239,2
TO39369,WO98867,345,10
TO39370,WO98868,56,3
TO39371,WO98869,81,7
TO39372,WO98870,39,8
TO39372,WO98871,334,2
TO39372,WO98872,84,10
TO39373,WO98873,229,4
TO39373,WO98874,110,1
TO39374,WO98875,181,4
TO39374,WO98876,115,4
TO39374,WO98877,338,5
TO39375,WO98878,55,8
TO39375,WO98879,201,3
TO39376,WO98880,107,9
TO39376,WO98881,189,6
TO39377,WO98882,173,7
TO39378,WO98883,213,5
TO39378,WO98884,73,9
TO39379,WO98885,247,6
TO39379,WO98886,74,2
TO39379,WO98887,242,5
TO39380,WO98888,281,6
TO39381,WO98889,235,6
TO39382,WO98890,287,9
TO39382,WO98891,169,5
TO39382,WO98892,248,10
TO39383,WO98893,317,6
TO39384,WO98894,185,6
TO39384,WO98895,236,7
TO39384,WO98896,95,1
TO39385,WO98897,302,5
TO39385,WO98898,102,7
TO39386,WO98899,108,2
TO39386,WO98900,127,6
TO39386,WO98901,187,6
TO39386,WO98902,80,5
TO39387,WO98903,306,1
TO39387,WO98904,68,6
TO39387,WO98905,324,10
TO39388,WO98906,242,1
TO39388,WO98907,338,7
TO39388,WO98908,273,1
TO39388,WO98909,295,7
TO39389,WO98910,332,10
TO39389,WO98911,73,9
TO39389,WO98912,114,9
TO39389,WO98913,149,9
TO39390,WO98914,286,1
TO39390,WO98915,96,1
TO39390,WO98916,292,3
TO39391,WO98917,55,7
TO39391,WO98918,221,7
TO39391,WO98919,113,6
TO39392,WO98920,290,3
TO39392,WO98921,301,5
TO39393,WO98922,299,5
TO39393,WO98923,281,4
TO39393,WO98924,72,8
TO39394,WO98925,223,6
TO39394,WO98926,85,9
TO39394,WO98927,63,9
TO39395,WO98928,36,10
TO39395,WO98929,285,2
TO39396,WO98930,260,9
TO39396,WO98931,202,2
TO39397,WO98932,79,1
TO39397,WO98933,284,10
TO39398,WO98934,135,7
TO39398,WO98935,118,3
TO39398,WO98936,356,7
TO39398,WO98937,145,10
TO39399,WO98938,279,9
TO39400,WO98939,72,9
TO39400,WO98940,334,9
TO39400,WO98941,116,3
TO39401,WO98942,222,2
TO39401,WO98943,131,3
TO39401,WO98944,86,2
TO39401,WO98945,193,3
TO39402,WO98946,334,6
TO39402,WO98947,91,10
TO39402,WO98948,141,1
TO39403,WO98949,121,9
TO39403,WO98950,158,5
TO39404,WO98951,311,10
TO39405,WO98952,305,4
TO39405,WO98953,201,7
TO39406,WO98954,176,2
TO39406,WO98955,68,4
TO39407,WO98956,174,6
TO39407,WO98957,132,10
TO39407,WO98958,235,6
TO39407,WO98959,277,4
TO39408,WO98960,293,5
TO39409,WO98961,212,8
TO39409,WO98962,339,7
TO39409,WO98963,295,3
TO39410,WO98964,156,6
TO39410,WO98965,310,10
TO39411,WO98966,47,8
TO39411,WO98967,250,7
TO39412,WO98968,212,4
TO39412,WO98969,35,7
TO39412,WO98970,306,8
TO39413,WO98971,327,2
TO39413,WO98972,186,4
TO39414,WO98973,304,1
TO39414,WO98974,161,2
TO39415,WO98975,150,4
TO39415,WO98976,100,10
TO39415,WO98977,271,4
TO39415,WO98978,345,10
TO39416,WO98979,234,8
TO39416,WO98980,76,4
TO39417,WO98981,75,1
TO39417,WO98982,338,7
TO39418,WO98983,327,8
TO39419,WO98984,35,4
TO39420,WO98985,189,5
TO39420,WO98986,265,8
TO39420,WO98987,69,7
TO39421,WO98988,129,6
TO39421,WO98989,175,7
TO39421,WO98990,107,4
TO39421,WO98991,113,7
TO39422,WO98992,253,2
TO39423,WO98993,121,6
TO39423,WO98994,97,1
TO39423,WO98995,31,9
TO39424,WO98996,190,9
TO39424,WO98997,135,5
TO39425,WO98998,321,6
TO39425,WO98999,208,7
TO39425,WO99000,345,8
TO39425,WO99001,169,5
TO39426,WO99002,200,6
TO39426,WO99003,78,5
TO39426,WO99004,338,7
TO39426,WO99005,215,3
TO39427,WO99006,194,9
TO39428,WO99007,44,10
TO39428,WO99008,83,1
TO39429,WO99009,133,8
TO39429,WO99010,219,6
TO39429,WO99011,92,4
TO39430,WO99012,275,7
TO39430,WO99013,278,8
TO39430,WO99014,325,7
TO39430,WO99015,46,1
TO39431,WO99016,213,10
TO39431,WO99017,304,9
TO39431,WO99018,91,7
TO39432,WO99019,299,7
TO39432,WO99020,152,6
TO39433,WO99021,67,9
TO39433,WO99022,109,1
TO39434,WO99023,116,1
TO39434,WO99024,258,3
TO39434,WO99025,294,4
TO39434,WO99026,162,4
TO39435,WO99027,228,3
TO39436,WO99028,148,3
TO39436,WO99029,164,5
TO39436,WO99030,32,7
TO39437,WO99031,262,4
TO39437,WO99032,313,2
TO39438,WO99033,58,3
TO39438,WO99034,208,3
TO39439,WO99035,161,9
TO39439,WO99036,85,2
TO39440,WO99037,65,6
TO39441,WO99038,271,6
TO39441,WO99039,69,6
TO39441,WO99040,172,7
TO39442,WO99041,278,3
TO39442,WO99042,297,6
TO39442,WO99043,256,6
TO39443,WO99044,330,1
TO39443,WO99045,236,6
TO39443,WO99046,217,3
TO39444,WO99047,277,1
TO39444,WO99048,149,4
TO39444,WO99049,129,7
TO39445,WO99050,122,6
TO39446,WO99051,142,10
TO39446,WO99052,112,5
TO39446,WO99053,241,9
TO39446,WO99054,155,3
TO39447,WO99055,193,8
TO39447,WO99056,124,9
TO39447,WO99057,275,1
TO39447,WO99058,200,5
TO39448,WO99059,303,10
TO39448,WO99060,244,5
TO39448,WO99061,261,8
TO39449,WO99062,277,3
TO39449,WO99063,77,9
TO39450,WO99064,276,2
TO39450,WO99065,126,8
TO39450,WO99066,97,3
TO39451,WO99067,161,1
TO39451,WO99068,91,10
TO39451,WO99069,290,9
TO39451,WO99070,338,3
TO39452,WO99071,173,2
TO39452,WO99072,289,8
TO39452,WO99073,298,10
TO39453,WO99074,75,2
TO39453,WO99075,75,7
TO39453,WO99076,299,1
TO39454,WO99077,146,8
TO39454,WO99078,234,9
TO39454,WO99079,157,6
TO39455,WO99080,62,7
TO39455,WO99081,147,6
TO39456,WO99082,168,9
TO39456,WO99083,168,7
TO39456,WO99084,155,4
TO39457,WO99085,349,6
TO39457,WO99086,104,1
TO39457,WO99087,109,5
TO39458,WO99088,232,4
TO39459,WO99089,85,1
TO39460,WO99090,88,9
TO39460,WO99091,85,6
TO39461,WO99092,79,1
TO39461,WO99093,280,4
TO39461,WO99094,161,3
TO39462,WO99095,154,9
TO39462,WO99096,129,1
TO39462,WO99097,78,1
TO39462,WO99098,314,2
TO39463,WO99099,188,7
TO39464,WO99100,112,1
TO39464,WO99101,342,4
TO39464,WO99102,358,4
TO39465,WO99103,149,1
TO39465,WO99104,201,5
TO39466,WO99105,167,1
TO39467,WO99106,286,7
TO39467,WO99107,160,8
TO39467,WO99108,127,5
TO39467,WO99109,278,9
TO39468,WO99110,64,2
TO39469,WO99111,318,10
TO39469,WO99112,271,2
TO39470,WO99113,93,8
TO39471,WO99114,126,9
TO39472,WO99115,210,8
TO39472,WO99116,65,7
TO39473,WO99117,168,5
TO39473,WO99118,149,7
TO39473,WO99119,312,5
TO39473,WO99120,300,8
TO39474,WO99121,47,7
TO39474,WO99122,55,8
TO39474,WO99123,158,3
TO39475,WO99124,274,6
TO39476,WO99125,103,8
TO39477,WO99126,173,8
TO39477,WO99127,147,10
TO39477,WO99128,316,7
TO39478,WO99129,179,4
TO39478,WO99130,186,9
TO39478,WO99131,353,6
TO39479,WO99132,202,2
TO39479,WO99133,323,2
TO39479,WO99134,345,6
TO39480,WO99135,110,5
TO39480,WO99136,270,1
TO39481,WO99137,140,9
TO39481,WO99138,155,6
TO39481,WO99139,59,8
TO39482,WO99140,351,5
TO39482,WO99141,175,1
TO39483,WO99142,124,6
TO39483,WO99143,340,9
TO39483,WO99144,34,2
TO39484,WO99145,354,5
TO39484,WO99146,199,7
TO39485,WO99147,183,7
TO39485,WO99148,156,5
TO39485,WO99149,48,9
TO39485,WO99150,262,1
TO39486,WO99151,265,8
TO39486,WO99152,99,7
TO39486,WO99153,275,10
TO39487,WO99154,136,9
TO39487,WO99155,277,9
TO39487,WO99156,206,4
TO39488,WO99157,319,9
TO39489,WO99158,113,9
TO39489,WO99159,292,2
TO39489,WO99160,173,2
TO39490,WO99161,115,10
TO39490,WO99162,120,5
TO39491,WO99163,113,2
TO39491,WO99164,180,3
TO39491,WO99165,355,6
TO39492,WO99166,230,6
TO39492,WO99167,210,10
TO39492,WO99168,229,7
TO39493,WO99169,130,8
TO39494,WO99170,304,6
TO39494,WO99171,108,4
TO39495,WO99172,168,6
TO39495,WO99173,212,7
TO39496,WO99174,264,8
TO39496,WO99175,144,3
TO39496,WO99176,98,9
TO39497,WO99177,136,1
TO39497,WO99178,137,4
TO39498,WO99179,289,7
TO39498,WO99180,36,6
TO39498,WO99181,216,4
TO39498,WO99182,322,1
TO39499,WO99183,34,6
TO39499,WO99184,270,6
TO39499,WO99185,51,7
TO39500,WO99186,336,4
TO39500,WO99187,279,6
TO39500,WO99188,77,9
TO39500,WO99189,142,1
TO39501,WO99190,314,4
TO39501,WO99191,37,2
TO39501,WO99192,267,8
TO39502,WO99193,250,10
TO39502,WO99194,359,2
TO39502,WO99195,101,7
TO39502,WO99196,41,8
TO39503,WO99197,303,8
TO39503,WO99198,316,6
TO39503,WO99199,152,7
TO39503,WO99200,315,10
TO39504,WO99201,259,5
TO39504,WO99202,45,2
TO39504,WO99203,297,5
TO39505,WO99204,359,2
TO39505,WO99205,283,6
TO39506,WO99206,157,9
TO39506,WO99207,174,1
TO39506,WO99208,329,1
TO39507,WO99209,218,9
TO39508,WO99210,166,6
TO39508,WO99211,199,3
TO39509,WO99212,203,3
TO39509,WO99213,239,8
TO39510,WO99214,193,10
TO39510,WO99215,212,9
TO39510,WO99216,33,1
TO39510,WO99217,95,7
TO39511,WO99218,102,3
TO39512,WO99219,82,9
TO39512,WO99220,79,9
TO39512,WO99221,170,5
TO39513,WO99222,300,10
TO39513,WO99223,181,7
TO39514,WO99224,235,5
TO39514,WO99225,31,1
TO39515,WO99226,147,5
TO39515,WO99227,103,7
TO39516,WO99228,311,7
TO39516,WO99229,187,6
TO39517,WO99230,327,3
TO39517,WO99231,230,8
TO39518,WO99232,200,2
TO39518,WO99233,49,7
TO39519,WO99234,183,9
TO39519,WO99235,316,1
TO39519,WO99236,277,4
TO39520,WO99237,157,2
TO39520,WO99238,137,1
TO39520,WO99239,116,4
TO39521,WO99240,117,1
TO39522,WO99241,68,10
TO39522,WO99242,214,6
TO39522,WO99243,297,3
TO39522,WO99244,156,2
TO39523,WO99245,146,5
TO39523,WO99246,201,1
TO39523,WO99247,159,5
TO39524,WO99248,187,8
TO39525,WO99249,260,9
TO39526,WO99250,75,9
TO39526,WO99251,209,5
TO39527,WO99252,146,8
TO39527,WO99253,34,2
TO39528,WO99254,281,7
TO39528,WO99255,189,8
TO39528,WO99256,301,6
TO39528,WO99257,339,7
TO39529,WO99258,326,9
TO39529,WO99259,351,5
TO39530,WO99260,277,5
TO39530,WO99261,338,9
TO39530,WO99262,332,7
TO39530,WO99263,193,8
TO39531,WO99264,97,3
TO39531,WO99265,350,7
TO39531,WO99266,297,9
TO39532,WO99267,359,8
TO39533,WO99268,251,9
TO39533,WO99269,50,3
TO39533,WO99270,348,2
TO39534,WO99271,163,7
TO39534,WO99272,183,9
TO39534,WO99273,192,4
TO39534,WO99274,122,4
TO39535,WO99275,281,6
TO39535,WO99276,312,6
TO39535,WO99277,181,9
TO39536,WO99278,314,10
TO39537,WO99279,344,4
TO39537,WO99280,304,8
TO39537,WO99281,52,3
TO39537,WO99282,254,4
TO39538,WO99283,164,6
TO39538,WO99284,122,1
TO39539,WO99285,359,6
TO39540,WO99286,66,6
TO39540,WO99287,127,4
TO39540,WO99288,264,9
TO39540,WO99289,338,2
TO39541,WO99290,261,6
TO39541,WO99291,101,3
TO39542,WO99292,215,5
TO39542,WO99293,156,10
TO39542,WO99294,197,1
TO39542,WO99295,259,3
TO39543,WO99296,318,6
TO39544,WO99297,58,2
TO39545,WO99298,307,10
TO39545,WO99299,296,1
TO39545,WO99300,66,7
TO39545,WO99301,53,8
TO39546,WO99302,132,6
TO39547,WO99303,326,2
TO39547,WO99304,279,4
TO39547,WO99305,51,2
TO39548,WO99306,61,7
TO39548,WO99307,46,2
TO39549,WO99308,327,6
TO39549,WO99309,82,3
TO39549,WO99310,355,6
TO39550,WO99311,113,9
TO39550,WO99312,275,10
TO39550,WO99313,172,4
TO39550,WO99314,343,9
TO39551,WO99315,43,2
TO39551,WO99316,41,10
TO39551,WO99317,76,4
TO39551,WO99318,148,3
TO39552,WO99319,247,3
TO39552,WO99320,124,2
TO39552,WO99321,216,5
TO39552,WO99322,272,5
TO39553,WO99323,332,9
TO39554,WO99324,127,5
TO39554,WO99325,279,4
TO39554,WO99326,153,9
TO39555,WO99327,40,9
TO39555,WO99328,156,6
TO39556,WO99329,204,10
TO39556,WO99330,318,9
TO39557,WO99331,57,10
TO39557,WO99332,360,5
TO39557,WO99333,228,5
TO39557,WO99334,308,3
TO39558,WO99335,89,2
TO39558,WO99336,325,10
TO39558,WO99337,299,4
TO39558,WO99338,307,4
TO39559,WO99339,329,6
TO39560,WO99340,358,8
TO39560,WO99341,165,6
TO39560,WO99342,155,4
TO39561,WO99343,232,7
TO39561,WO99344,233,1
TO39561,WO99345,222,8
TO39562,WO99346,87,4
TO39562,WO99347,237,9
TO39562,WO99348,75,4
TO39562,WO99349,312,5
TO39563,WO99350,195,3
TO39563,WO99351,57,5
TO39563,WO99352,257,6
TO39564,WO99353,85,9
TO39564,WO99354,281,9
TO39564,WO99355,69,3
TO39564,WO99356,181,5
TO39565,WO99357,266,10
TO39565,WO99358,241,5
TO39566,WO99359,103,7
TO39566,WO99360,226,3
TO39566,WO99361,280,1
TO39566,WO99362,58,10
TO39567,WO99363,109,7
TO39567,WO99364,291,10
TO39567,WO99365,251,3
TO39568,WO99366,250,2
TO39568,WO99367,359,4
TO39568,WO99368,164,3
TO39568,WO99369,326,9
TO39569,WO99370,246,9
TO39570,WO99371,340,7
TO39571,WO99372,38,2
TO39571,WO99373,194,10
TO39571,WO99374,62,1
TO39571,WO99375,324,8
TO39572,WO99376,308,6
TO39572,WO99377,130,1
TO39572,WO99378,133,7
TO39573,WO99379,191,3
TO39574,WO99380,94,10
TO39574,WO99381,277,3
TO39574,WO99382,242,5
TO39575,WO99383,288,3
TO39576,WO99384,346,8
TO39577,WO99385,148,4
TO39577,WO99386,105,4
TO39577,WO99387,122,10
TO39578,WO99388,310,4
TO39579,WO99389,219,2
TO39579,WO99390,119,8
TO39579,WO99391,257,10
TO39579,WO99392,318,5
TO39580,WO99393,217,5
TO39580,WO99394,185,3
TO39580,WO99395,93,9
TO39581,WO99396,161,7
TO39582,WO99397,290,6
TO39582,WO99398,230,5
TO39583,WO99399,329,6
TO39584,WO99400,189,2
TO39584,WO99401,263,4
TO39585,WO99402,274,3
TO39585,WO99403,167,4
TO39585,WO99404,314,10
TO39586,WO99405,344,9
TO39587,WO99406,49,4
TO39588,WO99407,236,4
TO39588,WO99408,66,7
TO39588,WO99409,34,8
TO39589,WO99410,278,5
TO39589,WO99411,348,7
TO39589,WO99412,129,8
TO39590,WO99413,216,10
TO39590,WO99414,209,4
TO39591,WO99415,163,5
TO39591,WO99416,70,7
TO39592,WO99417,142,7
TO39592,WO99418,195,5
TO39593,WO99419,157,8
TO39593,WO99420,71,3
TO39594,WO99421,258,2
TO39594,WO99422,132,6
TO39594,WO99423,235,2
TO39595,WO99424,79,9
TO39595,WO99425,48,2
TO39595,WO99426,230,5
TO39595,WO99427,297,1
TO39596,WO99428,313,6
TO39596,WO99429,33,8
TO39596,WO99430,311,5
TO39597,WO99431,317,10
TO39597,WO99432,195,8
TO39597,WO99433,112,3
TO39597,WO99434,270,5
TO39598,WO99435,162,10
TO39598,WO99436,306,7
TO39598,WO99437,196,7
TO39599,WO99438,130,6
TO39599,WO99439,223,8
TO39599,WO99440,167,9
TO39599,WO99441,209,1
TO39600,WO99442,359,5
TO39600,WO99443,320,1
TO39601,WO99444,288,8
TO39601,WO99445,331,3
TO39601,WO99446,304,3
TO39602,WO99447,39,6
TO39603,WO99448,254,8
TO39603,WO99449,94,6
TO39603,WO99450,328,4
TO39604,WO99451,300,4
TO39604,WO99452,279,2
TO39604,WO99453,194,8
TO39604,WO99454,265,4
TO39605,WO99455,64,9
TO39605,WO99456,102,1
TO39605,WO99457,87,3
TO39605,WO99458,327,8
TO39606,WO99459,282,8
TO39606,WO99460,266,9
TO39607,WO99461,354,9
TO39607,WO99462,231,1
TO39607,WO99463,162,2
TO39607,WO99464,322,1
TO39608,WO99465,334,10
TO39608,WO99466,295,8
TO39608,WO99467,156,3
TO39609,WO99468,322,6
TO39609,WO99469,299,2
TO39609,WO99470,97,3
TO39609,WO99471,199,10
TO39610,WO99472,159,1
TO39610,WO99473,197,7
TO39610,WO99474,88,4
TO39611,WO99475,327,3
TO39611,WO99476,339,7
TO39611,WO99477,344,7
TO39612,WO99478,145,1
TO39612,WO99479,132,3
TO39612,WO99480,159,1
TO39612,WO99481,107,4
TO39613,WO99482,356,3
TO39613,WO99483,126,10
TO39614,WO99484,123,6
TO39614,WO99485,304,9
TO39614,WO99486,162,7
TO39615,WO99487,355,4
TO39615,WO99488,249,3
TO39615,WO99489,310,10
TO39616,WO99490,190,9
TO39616,WO99491,55,7
TO39616,WO99492,245,9
TO39617,WO99493,62,3
TO39617,WO99494,159,9
TO39617,WO99495,116,2
TO39617,WO99496,250,3
TO39618,WO99497,315,10
TO39618,WO99498,96,3
TO39618,WO99499,310,9
TO39618,WO99500,222,7
TO39619,WO99501,61,6
TO39619,WO99502,128,10
TO39619,WO99503,282,2
TO39620,WO99504,39,6
TO39620,WO99505,207,2
TO39620,WO99506,331,5
TO39621,WO99507,208,3
TO39621,WO99508,61,1
TO39622,WO99509,217,6
TO39622,WO99510,310,8
TO39623,WO99511,360,6
TO39623,WO99512,174,10
TO39623,WO99513,254,5
TO39623,WO99514,79,8
TO39624,WO99515,356,6
TO39624,WO99516,105,4
TO39624,WO99517,171,5
TO39624,WO99518,33,9
TO39625,WO99519,173,1
TO39625,WO99520,272,10
TO39625,WO99521,333,2
TO39625,WO99522,81,1
TO39626,WO99523,272,2
TO39626,WO99524,83,10
TO39626,WO99525,151,5
TO39627,WO99526,64,10
TO39628,WO99527,321,10
TO39628,WO99528,53,1
TO39629,WO99529,94,5
TO39629,WO99530,294,8
TO39630,WO99531,102,4
TO39630,WO99532,149,2
TO39630,WO99533,65,2
TO39631,WO99534,87,2
TO39631,WO99535,226,6
TO39631,WO99536,140,6
TO39632,WO99537,148,1
TO39633,WO99538,164,5
TO39634,WO99539,101,3
TO39634,WO99540,74,6
TO39634,WO99541,107,6
TO39634,WO99542,132,9
TO39635,WO99543,209,7
TO39636,WO99544,148,8
TO39636,WO99545,67,6
TO39636,WO99546,208,4
TO39636,WO99547,157,7
TO39637,WO99548,205,6
TO39637,WO99549,295,2
TO39638,WO99550,65,10
TO39639,WO99551,198,4
TO39639,WO99552,81,9
TO39639,WO99553,213,2
TO39639,WO99554,327,4
TO39640,WO99555,94,1
TO39640,WO99556,184,1
TO39640,WO99557,243,5
TO39640,WO99558,342,9
TO39641,WO99559,174,8
TO39641,WO99560,351,10
TO39642,WO99561,36,7
TO39642,WO99562,236,5
TO39642,WO99563,278,8
TO39642,WO99564,336,7
TO39643,WO99565,132,5
TO39643,WO99566,356,9
TO39643,WO99567,225,3
TO39644,WO99568,346,10
TO39645,WO99569,328,3
TO39645,WO99570,70,6
TO39645,WO99571,230,10
TO39645,WO99572,81,1
TO39646,WO99573,87,8
