transferOrdNo,quantity,woNumber,franchise,product,uom
TO37686,74,WO94483,cd,BGXLE,pcs
TO37686,48,WO94484,bc,TLMHY,kg
TO37687,56,WO94485,bc,QLFIM,kg
TO37687,18,WO94486,ab,78K68,pcs
TO37687,66,WO94487,ab,QBPIL,ltr
TO37688,17,WO94488,ab,94E0W,pcs
TO37688,5,WO94489,ab,JXEQA,kg
TO37689,35,WO94490,ed,QEESP,kg
TO37689,7,WO94491,bc,A8OIE,pcs
TO37689,26,WO94492,cd,CX9LH,pcs
TO37689,66,WO94493,bc,DQEHA,ltr
TO37690,98,WO94494,ed,8ZS5Q,kg
TO37690,49,WO94495,ed,HLQY4,kg
TO37691,42,WO94496,ed,PF7X6,kg
TO37691,31,WO94497,ed,TQ8MD,kg
TO37692,94,WO94498,ab,1RT7L,ltr
TO37693,22,WO94499,ed,PMZX8,ltr
TO37693,97,WO94500,ed,UI9C8,ltr
TO37693,27,WO94501,ed,ADYLG,pcs
TO37693,80,WO94502,ed,FDQ8F,kg
TO37694,59,WO94503,ed,KQU9J,pcs
TO37694,25,WO94504,ab,BSYWA,pcs
TO37695,61,WO94505,ed,X429L,kg
TO37695,13,WO94506,ab,X1WRI,kg
TO37696,86,WO94507,bc,YII8B,pcs
TO37696,44,WO94508,ed,S0AP0,pcs
TO37696,29,WO94509,ab,6EST9,kg
TO37697,64,WO94510,bc,AUEKB,ltr
TO37697,9,WO94511,ab,SUVL9,kg
TO37698,86,WO94512,ab,0MR3R,pcs
TO37698,61,WO94513,ab,QTRT4,ltr
TO37698,52,WO94514,ed,109TR,pcs
TO37698,4,WO94515,bc,46XAK,ltr
TO37699,42,WO94516,bc,VKZG9,pcs
TO37699,44,WO94517,ed,66GZ9,pcs
TO37700,97,WO94518,ed,SE2HP,ltr
TO37700,21,WO94519,cd,DUABW,kg
TO37701,5,WO94520,cd,CL0P0,kg
TO37701,62,WO94521,ab,R8I7O,pcs
TO37701,28,WO94522,ed,3V7UV,kg
TO37701,39,WO94523,ab,KVLQW,pcs
TO37702,27,WO94524,cd,DRKZ0,kg
TO37702,41,WO94525,ab,9KJEC,ltr
TO37703,87,WO94526,bc,PPG36,pcs
TO37703,82,WO94527,ab,AUGMP,ltr
TO37704,18,WO94528,ed,N0A7E,pcs
TO37704,98,WO94529,bc,GGV0Y,ltr
TO37705,69,WO94530,cd,V7MHY,kg
TO37705,41,WO94531,ed,1WFGC,pcs
TO37705,22,WO94532,bc,DSKIB,ltr
TO37705,92,WO94533,ab,IAIDU,kg
TO37706,76,WO94534,ab,J7CIE,ltr
TO37706,40,WO94535,bc,35YU4,kg
TO37707,73,WO94536,cd,IKQNO,pcs
TO37707,77,WO94537,bc,N4PFA,pcs
TO37708,14,WO94538,ed,9JNIH,kg
TO37708,28,WO94539,ab,3HNI6,kg
TO37708,35,WO94540,bc,9KZB7,pcs
TO37708,83,WO94541,bc,UGDN1,kg
TO37709,98,WO94542,bc,KP94Y,kg
TO37709,71,WO94543,bc,1N4PU,pcs
TO37710,81,WO94544,bc,8UFGG,ltr
TO37710,6,WO94545,cd,FCOVW,kg
TO37711,83,WO94546,ab,YUQC1,pcs
TO37711,47,WO94547,ab,FOH36,kg
TO37711,27,WO94548,bc,6JN2Q,ltr
TO37712,92,WO94549,ab,WX7K8,pcs
TO37713,27,WO94550,ed,RNGME,ltr
TO37713,100,WO94551,ed,9C08U,ltr
TO37713,85,WO94552,ed,0JQSP,ltr
TO37713,68,WO94553,bc,1RT7L,kg
TO37714,23,WO94554,bc,S8OXN,kg
TO37714,68,WO94555,bc,744FO,pcs
TO37715,41,WO94556,ab,LXKSD,kg
TO37716,80,WO94557,ab,2PB7N,ltr
TO37716,34,WO94558,cd,H2201,pcs
TO37716,97,WO94559,cd,ZQL9M,pcs
TO37717,1,WO94560,cd,WSOI0,pcs
TO37717,26,WO94561,ab,9CHAM,kg
TO37718,43,WO94562,ed,1RK80,pcs
TO37718,2,WO94563,cd,413X1,kg
TO37719,56,WO94564,cd,QPSFF,pcs
TO37719,14,WO94565,bc,AWFJ1,ltr
TO37719,33,WO94566,ed,BPGGT,ltr
TO37720,85,WO94567,cd,GJV7B,pcs
TO37720,47,WO94568,cd,SPDG4,ltr
TO37720,73,WO94569,bc,08BYL,kg
TO37721,19,WO94570,ed,71EJI,pcs
TO37722,8,WO94571,ed,S1U5S,kg
TO37722,29,WO94572,bc,R9994,ltr
TO37723,73,WO94573,bc,ZIC2T,pcs
TO37723,78,WO94574,ab,KGH1K,kg
TO37723,10,WO94575,cd,HGD14,pcs
TO37724,33,WO94576,bc,KSVEV,pcs
TO37725,98,WO94577,bc,X429L,pcs
TO37725,82,WO94578,ab,Q15TT,ltr
TO37725,66,WO94579,bc,CP1WR,pcs
TO37726,57,WO94580,bc,3C9PR,pcs
TO37726,1,WO94581,ed,J1B00,pcs
TO37726,24,WO94582,ab,XZW3K,kg
TO37726,35,WO94583,ab,IGJTF,ltr
TO37727,2,WO94584,ed,M1QOV,kg
TO37727,5,WO94585,ab,APLGY,ltr
TO37727,19,WO94586,cd,OIL8L,ltr
TO37728,27,WO94587,cd,N26W3,pcs
TO37729,61,WO94588,ed,0MR3R,kg
TO37729,94,WO94589,ed,K49LY,pcs
TO37730,26,WO94590,bc,XLMUC,kg
TO37730,21,WO94591,cd,G1BJ8,pcs
TO37730,82,WO94592,ab,3C9PR,pcs
TO37731,79,WO94593,cd,ZXLHZ,pcs
TO37731,81,WO94594,ed,ADYLG,ltr
TO37732,56,WO94595,ed,WY18P,kg
TO37733,99,WO94596,bc,P60FJ,pcs
TO37733,15,WO94597,ed,X99UZ,pcs
TO37734,8,WO94598,ab,GJV7B,kg
TO37734,25,WO94599,ed,2JLET,pcs
TO37735,54,WO94600,cd,S9L2Z,pcs
TO37735,97,WO94601,ed,BM4DN,kg
TO37735,99,WO94602,bc,BO6VP,kg
TO37736,4,WO94603,ab,RGJAL,kg
TO37736,99,WO94604,ab,J1TZ1,pcs
TO37736,25,WO94605,bc,ZSKWV,ltr
TO37736,16,WO94606,bc,D6AJA,kg
TO37737,59,WO94607,ed,WHG9X,kg
TO37737,56,WO94608,cd,G0R89,kg
TO37738,46,WO94609,bc,9CHAM,pcs
TO37738,32,WO94610,ed,9KJEC,ltr
TO37738,44,WO94611,cd,U9BIZ,kg
TO37738,47,WO94612,ab,5568X,pcs
TO37739,35,WO94613,ab,P1B48,kg
TO37739,76,WO94614,ab,3VKBJ,ltr
TO37740,30,WO94615,bc,2EFJ6,ltr
TO37740,18,WO94616,bc,YISYD,kg
TO37740,41,WO94617,cd,647DH,ltr
TO37741,11,WO94618,bc,DDORO,ltr
TO37741,95,WO94619,ed,UILCE,pcs
TO37742,64,WO94620,cd,C5JBZ,kg
TO37742,86,WO94621,ab,MDRUH,pcs
TO37743,93,WO94622,cd,Q9YIH,ltr
TO37743,61,WO94623,bc,YV5SN,ltr
TO37743,53,WO94624,bc,NBDD3,ltr
TO37744,25,WO94625,cd,9S48F,ltr
TO37745,55,WO94626,bc,Y3BW0,kg
TO37745,68,WO94627,ed,0JQJK,pcs
TO37745,63,WO94628,bc,OHR62,kg
TO37745,36,WO94629,cd,PF7X6,kg
TO37746,70,WO94630,ed,CMY0Z,ltr
TO37746,45,WO94631,ed,YV5SN,pcs
TO37746,88,WO94632,ab,QVJNA,pcs
TO37746,49,WO94633,ab,ZB42R,ltr
TO37747,32,WO94634,cd,QSQKD,kg
TO37747,38,WO94635,bc,LV8PL,ltr
TO37747,94,WO94636,cd,N4PFA,kg
TO37747,81,WO94637,bc,8QTLR,kg
TO37748,11,WO94638,ed,6DSVN,ltr
TO37748,56,WO94639,ed,OH267,pcs
TO37748,81,WO94640,bc,B3MED,pcs
TO37749,70,WO94641,cd,9CNHA,pcs
TO37749,42,WO94642,cd,RRV7S,kg
TO37749,52,WO94643,ed,4T7UT,ltr
TO37750,38,WO94644,bc,9CM6N,ltr
TO37750,44,WO94645,ed,ZUZ5P,pcs
TO37750,86,WO94646,bc,0PTGT,ltr
TO37750,34,WO94647,cd,50JKS,ltr
TO37751,88,WO94648,cd,1ZP5K,pcs
TO37751,77,WO94649,ab,4G5FR,pcs
TO37751,80,WO94650,ed,THYVW,kg
TO37752,38,WO94651,cd,9PLCJ,pcs
TO37753,47,WO94652,cd,US1CM,pcs
TO37754,39,WO94653,bc,DNCBP,pcs
TO37754,91,WO94654,bc,EH23N,pcs
TO37754,51,WO94655,cd,9532V,ltr
TO37755,34,WO94656,ab,GJY58,ltr
TO37755,8,WO94657,ed,NTZ0W,pcs
TO37756,81,WO94658,ab,BHD9D,pcs
TO37756,80,WO94659,bc,9CLYZ,kg
TO37757,2,WO94660,bc,AR7EA,kg
TO37757,79,WO94661,ab,BQ50I,ltr
TO37757,78,WO94662,bc,K98PQ,pcs
TO37758,54,WO94663,ed,IG37Z,kg
TO37758,78,WO94664,ab,YII8B,ltr
TO37758,84,WO94665,cd,07DHI,kg
TO37759,87,WO94666,ab,HXL1L,kg
TO37759,21,WO94667,ed,R7643,pcs
TO37760,27,WO94668,ed,6CYZ3,ltr
TO37761,96,WO94669,cd,445LT,kg
TO37761,17,WO94670,ab,96075,ltr
TO37761,55,WO94671,cd,J29NQ,ltr
TO37762,64,WO94672,cd,AAK92,kg
TO37762,47,WO94673,bc,6LM8T,kg
TO37762,92,WO94674,cd,9G9QU,pcs
TO37763,55,WO94675,ab,1RK80,ltr
TO37764,7,WO94676,cd,I39L6,kg
TO37765,21,WO94677,cd,FDQ8F,ltr
TO37766,38,WO94678,bc,2JO8G,pcs
TO37766,90,WO94679,ab,BJ7NZ,kg
TO37766,37,WO94680,cd,XZW2K,ltr
TO37766,49,WO94681,cd,D4IED,kg
TO37767,65,WO94682,cd,BI1OU,ltr
TO37768,65,WO94683,ed,Z27PB,ltr
TO37769,99,WO94684,cd,BFJAN,kg
TO37770,40,WO94685,cd,BI1OU,ltr
TO37771,52,WO94686,ab,TQ8MD,ltr
TO37771,53,WO94687,bc,PPG36,kg
TO37771,77,WO94688,ed,MEG3Y,kg
TO37771,91,WO94689,bc,GGJBJ,kg
TO37772,63,WO94690,ed,J7BZ6,ltr
TO37772,45,WO94691,cd,CCYHS,pcs
TO37772,88,WO94692,cd,8QTLR,pcs
TO37773,93,WO94693,bc,HMYQ6,kg
TO37773,83,WO94694,cd,A07PJ,ltr
TO37774,28,WO94695,bc,TWWTF,kg
TO37774,79,WO94696,bc,1RT7L,ltr
TO37774,55,WO94697,ab,647DH,kg
TO37775,27,WO94698,ab,ZED1E,kg
TO37776,91,WO94699,ab,SGC5Y,kg
TO37776,18,WO94700,ed,FGYVZ,pcs
TO37777,38,WO94701,bc,RNGME,ltr
TO37777,4,WO94702,ab,HO2T4,pcs
TO37777,75,WO94703,ab,AWFJ1,ltr
TO37778,54,WO94704,cd,TBF26,kg
TO37778,11,WO94705,ed,S1U31,kg
TO37779,60,WO94706,ed,BO6VP,kg
TO37779,87,WO94707,bc,6CD65,kg
TO37780,98,WO94708,ab,72P0H,pcs
TO37781,91,WO94709,ab,36NTR,kg
TO37781,37,WO94710,ab,8QKFE,kg
TO37781,40,WO94711,cd,1Q1LH,pcs
TO37781,14,WO94712,ed,N9T65,kg
TO37782,51,WO94713,cd,US1CM,ltr
TO37782,59,WO94714,ab,4UAGO,ltr
TO37782,51,WO94715,cd,H8DCS,pcs
TO37783,45,WO94716,cd,USLO3,ltr
TO37783,97,WO94717,ab,AXNBE,ltr
TO37784,31,WO94718,ab,OEMOC,kg
TO37785,66,WO94719,ab,CA1XC,kg
TO37785,48,WO94720,ed,S9L2Z,pcs
TO37785,92,WO94721,cd,8LM0N,ltr
TO37785,21,WO94722,bc,MZ2BZ,pcs
TO37786,85,WO94723,bc,F33RI,pcs
TO37786,76,WO94724,ed,DAWGB,pcs
TO37787,72,WO94725,ab,T74UN,kg
TO37788,31,WO94726,cd,VWI80,kg
TO37788,36,WO94727,ab,LLU97,kg
TO37788,27,WO94728,ab,ATULS,pcs
TO37789,12,WO94729,bc,BHD9D,kg
TO37790,5,WO94730,cd,4PRVW,kg
TO37790,48,WO94731,bc,08QUQ,ltr
TO37791,38,WO94732,ab,0MR3R,pcs
TO37791,93,WO94733,bc,OHR62,kg
TO37791,53,WO94734,ab,2JO8G,kg
TO37792,48,WO94735,ab,WN4JT,pcs
TO37792,84,WO94736,ed,EBWE9,kg
TO37792,51,WO94737,ab,1BORE,ltr
TO37792,28,WO94738,cd,66GZ9,ltr
TO37793,83,WO94739,ed,D3RJQ,ltr
TO37793,46,WO94740,cd,ZEL89,pcs
TO37793,64,WO94741,cd,5EG7D,kg
TO37794,11,WO94742,ed,UFJF2,ltr
TO37794,86,WO94743,ed,VKZG9,ltr
TO37795,40,WO94744,ed,HZUW0,pcs
TO37796,77,WO94745,bc,QMAJR,kg
TO37796,22,WO94746,bc,TAFXW,kg
TO37797,16,WO94747,ab,676BZ,pcs
TO37797,37,WO94748,ed,GJV7B,ltr
TO37797,83,WO94749,bc,UGDN1,ltr
TO37798,27,WO94750,ed,TWWTF,ltr
TO37799,37,WO94751,ab,Y3BW0,ltr
TO37800,97,WO94752,bc,SUNZO,kg
TO37801,59,WO94753,ed,WPBRC,kg
TO37802,71,WO94754,ab,BGXLE,kg
TO37802,76,WO94755,bc,RNHXY,kg
TO37802,81,WO94756,ab,AW7TN,kg
TO37802,73,WO94757,cd,V175K,ltr
TO37803,74,WO94758,ed,FJWK1,kg
TO37803,9,WO94759,cd,A0G76,kg
TO37803,82,WO94760,bc,FRG1L,kg
TO37803,30,WO94761,ed,828NX,kg
TO37804,91,WO94762,bc,4B3P2,kg
TO37805,99,WO94763,bc,JBQG0,kg
TO37806,19,WO94764,ab,O4NXZ,kg
TO37806,45,WO94765,cd,DDBFI,pcs
TO37806,32,WO94766,ab,GHQS4,kg
TO37807,14,WO94767,ed,ZPKFN,ltr
TO37807,93,WO94768,bc,DMSN1,kg
TO37807,26,WO94769,ab,GJV7B,kg
TO37808,29,WO94770,ab,LLOW3,kg
TO37808,47,WO94771,ab,JFBVZ,pcs
TO37809,66,WO94772,ed,YT1KF,pcs
TO37809,55,WO94773,ed,MAYFN,kg
TO37809,58,WO94774,ab,GLO15,ltr
TO37810,54,WO94775,cd,J233J,ltr
TO37810,9,WO94776,cd,KJZQP,pcs
TO37810,28,WO94777,ed,BQN19,kg
TO37810,46,WO94778,bc,SX2W0,kg
TO37811,62,WO94779,ed,9KMI2,pcs
TO37811,33,WO94780,ed,HW8PQ,kg
TO37812,61,WO94781,bc,QVG4F,pcs
TO37812,49,WO94782,ab,56OEC,pcs
TO37813,36,WO94783,ab,9BP9V,ltr
TO37813,71,WO94784,bc,350GZ,pcs
TO37813,40,WO94785,ab,AVJTI,kg
TO37814,18,WO94786,cd,N31ZG,pcs
TO37815,90,WO94787,ab,CY49N,kg
TO37815,15,WO94788,cd,YTHIK,ltr
TO37815,81,WO94789,cd,WN4JT,ltr
TO37816,51,WO94790,ab,BPGGT,kg
TO37817,48,WO94791,bc,4OREL,pcs
TO37817,64,WO94792,bc,RGJAL,kg
TO37817,58,WO94793,bc,YTHIK,kg
TO37817,84,WO94794,bc,FGYVZ,ltr
TO37818,3,WO94795,ed,PRWU7,ltr
TO37818,83,WO94796,ab,14A0V,pcs
TO37818,12,WO94797,ed,4OSHU,kg
TO37818,25,WO94798,ed,KQ04U,ltr
TO37819,74,WO94799,ed,K445Z,pcs
TO37819,78,WO94800,cd,I1O0G,pcs
TO37819,19,WO94801,cd,9532V,ltr
TO37820,31,WO94802,ed,KVLQW,ltr
TO37820,80,WO94803,ed,SRJJQ,kg
TO37821,48,WO94804,cd,66GZ9,pcs
TO37821,69,WO94805,ed,S1U5S,pcs
TO37821,9,WO94806,cd,7CM9J,ltr
TO37822,54,WO94807,ed,1G6M8,pcs
TO37822,78,WO94808,ab,M5UX3,kg
TO37822,99,WO94809,cd,FOH36,ltr
TO37822,87,WO94810,ab,1FJ3N,kg
TO37823,34,WO94811,bc,YPWD8,ltr
TO37824,72,WO94812,ab,23853,pcs
TO37824,98,WO94813,bc,8LM0N,pcs
TO37824,53,WO94814,cd,SOT8R,kg
TO37825,63,WO94815,bc,ERP15,ltr
TO37825,99,WO94816,bc,D5XEF,pcs
TO37825,32,WO94817,ed,FDQ8F,kg
TO37825,25,WO94818,ab,EM1O8,kg
TO37826,92,WO94819,cd,676BZ,pcs
TO37827,55,WO94820,ab,R7643,pcs
TO37827,43,WO94821,bc,USPNI,pcs
TO37827,18,WO94822,ab,QKYS3,ltr
TO37827,61,WO94823,bc,A7W9Z,ltr
TO37828,69,WO94824,ed,XIMCU,ltr
TO37828,15,WO94825,cd,F33RI,kg
TO37829,53,WO94826,bc,I7ZDE,ltr
TO37830,74,WO94827,ab,L0TF4,pcs
TO37830,17,WO94828,cd,BFECY,pcs
TO37831,80,WO94829,bc,ECQ98,pcs
TO37831,8,WO94830,ed,FUC2T,kg
TO37831,45,WO94831,bc,JFBVZ,kg
TO37832,28,WO94832,ab,FVY4O,pcs
TO37833,43,WO94833,bc,2VWIU,kg
TO37833,38,WO94834,ed,I1O0G,kg
TO37834,88,WO94835,ed,10OH8,ltr
TO37834,13,WO94836,ab,1W8N5,ltr
TO37834,31,WO94837,ab,CDM23,ltr
TO37834,13,WO94838,cd,SUNZO,pcs
TO37835,64,WO94839,ed,1BORE,kg
TO37835,94,WO94840,ed,REFZH,kg
TO37836,9,WO94841,ed,J1TZ1,ltr
TO37836,58,WO94842,ab,5PCTZ,pcs
TO37836,18,WO94843,ab,PPG36,pcs
TO37836,27,WO94844,cd,GQ8CB,kg
TO37837,26,WO94845,ab,ITILP,kg
TO37837,99,WO94846,ed,9KJEC,kg
TO37837,4,WO94847,ab,R9994,ltr
TO37838,29,WO94848,cd,I36LM,pcs
TO37838,34,WO94849,cd,N26W3,pcs
TO37839,72,WO94850,ab,0MLXM,kg
TO37839,92,WO94851,cd,K98PQ,ltr
TO37839,8,WO94852,cd,2JO8G,pcs
TO37839,5,WO94853,cd,EIR2S,ltr
TO37840,29,WO94854,bc,08XXU,kg
TO37840,87,WO94855,ab,35YU4,kg
TO37840,64,WO94856,ab,IBRKZ,pcs
TO37840,54,WO94857,ed,MBD8Z,ltr
TO37841,41,WO94858,cd,USPNI,pcs
TO37842,42,WO94859,ab,U26VP,pcs
TO37842,51,WO94860,ab,6Y929,pcs
TO37843,94,WO94861,bc,KSVEV,pcs
TO37843,52,WO94862,cd,97EVG,pcs
TO37843,99,WO94863,ab,Q15TT,kg
TO37843,3,WO94864,cd,66GZ9,ltr
TO37844,48,WO94865,cd,X82SM,kg
TO37844,11,WO94866,bc,TYGVR,pcs
TO37845,4,WO94867,ed,H2201,pcs
TO37845,35,WO94868,cd,SUVL9,ltr
TO37846,56,WO94869,bc,H6UDX,kg
TO37846,54,WO94870,ab,8LM0N,ltr
TO37846,39,WO94871,ed,OJOXP,ltr
TO37846,7,WO94872,cd,KD1Y1,pcs
TO37847,72,WO94873,ab,UJ8J9,pcs
TO37847,24,WO94874,ed,X429L,pcs
TO37847,57,WO94875,ed,AUEKB,pcs
TO37847,76,WO94876,ed,ZUZ5P,kg
TO37848,14,WO94877,bc,KXH1X,pcs
TO37848,23,WO94878,ab,4G5FR,kg
TO37848,46,WO94879,cd,UP27W,pcs
TO37849,16,WO94880,ed,EN5X5,ltr
TO37850,78,WO94881,ed,Y3Y1H,pcs
TO37850,78,WO94882,bc,0JQSP,pcs
TO37850,74,WO94883,bc,BDX3G,kg
TO37851,5,WO94884,ab,BR8IK,pcs
TO37851,42,WO94885,cd,TIP5L,pcs
TO37852,13,WO94886,ab,P6UOA,pcs
TO37852,70,WO94887,ab,NTLM0,kg
TO37852,45,WO94888,cd,N4PFA,pcs
TO37852,52,WO94889,cd,ATULS,pcs
TO37853,40,WO94890,ab,8EULV,ltr
TO37853,4,WO94891,ab,8BHKL,ltr
TO37853,20,WO94892,bc,K98PQ,kg
TO37853,10,WO94893,ed,WQZ8E,ltr
TO37854,46,WO94894,ab,N31ZG,kg
TO37854,32,WO94895,bc,DSKIB,kg
TO37854,57,WO94896,cd,1MOT0,pcs
TO37855,6,WO94897,ed,DD4KH,pcs
TO37855,94,WO94898,ab,EFOAG,kg
TO37855,89,WO94899,ed,A8OIE,ltr
TO37855,98,WO94900,bc,GUP3U,kg
TO37856,60,WO94901,bc,9CHAM,ltr
TO37856,71,WO94902,ed,9BP9V,pcs
TO37857,36,WO94903,ed,QKYS3,kg
TO37857,97,WO94904,ed,XMY9U,kg
TO37857,70,WO94905,cd,P6UOA,kg
TO37857,81,WO94906,cd,T74UN,kg
TO37858,93,WO94907,bc,4T7UT,pcs
TO37858,91,WO94908,bc,KVYTD,ltr
TO37858,35,WO94909,cd,UW89U,kg
TO37858,94,WO94910,ab,XMM8A,ltr
TO37859,48,WO94911,ab,L808W,ltr
TO37859,5,WO94912,cd,3N4RH,ltr
TO37860,12,WO94913,ab,3JOFT,kg
TO37860,39,WO94914,ed,NGKSA,pcs
TO37861,34,WO94915,ab,JDOTT,ltr
TO37861,56,WO94916,ab,EH23N,ltr
TO37862,25,WO94917,cd,Q51U7,kg
TO37862,33,WO94918,bc,KSVEV,kg
TO37863,43,WO94919,ab,0LPBT,kg
TO37863,19,WO94920,bc,6PIGY,kg
TO37863,16,WO94921,cd,0KN9T,ltr
TO37863,76,WO94922,cd,109TR,kg
TO37864,44,WO94923,ed,W52DF,kg
TO37864,94,WO94924,ed,RNHXY,kg
TO37864,2,WO94925,ab,J29NQ,ltr
TO37864,37,WO94926,cd,0IR29,pcs
TO37865,40,WO94927,ab,6DSVN,ltr
TO37865,35,WO94928,ab,US1CM,pcs
TO37865,66,WO94929,ed,C8T4V,kg
TO37866,65,WO94930,ab,I2N8O,ltr
TO37866,24,WO94931,ed,E0BEP,ltr
TO37866,47,WO94932,cd,FY7YK,kg
TO37867,35,WO94933,ab,I5TI3,pcs
TO37867,21,WO94934,ed,XRE2R,ltr
TO37868,26,WO94935,ab,67P36,ltr
TO37868,14,WO94936,bc,SCMCM,pcs
TO37869,41,WO94937,ab,O2Y80,kg
TO37869,61,WO94938,bc,WHWYQ,pcs
TO37869,74,WO94939,ab,SPDG4,pcs
TO37870,51,WO94940,ed,3MA4I,pcs
TO37870,36,WO94941,ab,OJ9XO,ltr
TO37870,42,WO94942,cd,OEMOC,ltr
TO37871,28,WO94943,ab,CAC97,kg
TO37871,70,WO94944,cd,JTURZ,kg
TO37872,98,WO94945,cd,HJ2T1,kg
TO37872,63,WO94946,ab,6XGHS,kg
TO37872,2,WO94947,ab,JFBVZ,ltr
TO37872,93,WO94948,bc,HO2T4,ltr
TO37873,32,WO94949,ed,6DSVN,ltr
TO37873,50,WO94950,ab,EALJ6,kg
TO37874,98,WO94951,bc,CP1WR,pcs
TO37875,2,WO94952,ab,6FEFW,pcs
TO37875,97,WO94953,ed,ZCCGA,ltr
TO37875,1,WO94954,bc,X0NPB,pcs
TO37876,72,WO94955,ab,E3PJW,kg
TO37877,49,WO94956,cd,1QMII,kg
TO37878,64,WO94957,cd,FO2SJ,pcs
TO37878,20,WO94958,bc,FFD64,kg
TO37878,53,WO94959,cd,Y3Y1H,ltr
TO37879,98,WO94960,cd,I8LV6,pcs
TO37879,79,WO94961,ab,FVY4O,pcs
TO37879,58,WO94962,ab,RMTG8,pcs
TO37880,54,WO94963,bc,2Y4UM,kg
TO37880,79,WO94964,ed,YUQC1,ltr
TO37880,54,WO94965,ed,OJ9XO,ltr
TO37880,6,WO94966,ab,IQZUP,pcs
TO37881,9,WO94967,ed,FCOVW,ltr
TO37882,43,WO94968,cd,1FJ3N,ltr
TO37883,93,WO94969,ed,B2VJR,kg
TO37883,93,WO94970,ed,E3PJW,pcs
TO37883,85,WO94971,cd,FO2SJ,kg
TO37884,69,WO94972,bc,X429L,pcs
TO37885,55,WO94973,ed,TNRRO,kg
TO37886,17,WO94974,bc,N10JL,pcs
TO37886,51,WO94975,bc,VKZG9,kg
TO37887,53,WO94976,bc,XCW05,pcs
TO37887,90,WO94977,bc,39TOG,ltr
TO37887,58,WO94978,ed,H2201,kg
TO37888,21,WO94979,cd,VYV9N,ltr
TO37889,49,WO94980,ed,DA1JE,kg
TO37889,85,WO94981,ab,W2MQW,ltr
TO37889,77,WO94982,ab,UR4TW,pcs
TO37890,82,WO94983,cd,Z9E14,pcs
TO37891,65,WO94984,ab,3BUWM,pcs
TO37891,80,WO94985,ed,CAC97,ltr
TO37892,42,WO94986,ed,I5TI3,ltr
TO37892,61,WO94987,ed,0MF35,ltr
TO37892,94,WO94988,ed,5EZDO,kg
TO37893,94,WO94989,cd,K1QWS,kg
TO37893,54,WO94990,bc,IAJML,pcs
TO37893,51,WO94991,ab,4KETD,pcs
TO37893,60,WO94992,cd,OGGWA,kg
TO37894,30,WO94993,ed,MR8EP,kg
TO37894,29,WO94994,ed,MZMGO,pcs
TO37895,70,WO94995,ab,445LT,kg
TO37895,20,WO94996,bc,Y3BW0,pcs
TO37895,22,WO94997,bc,Z27PB,kg
TO37896,83,WO94998,ed,QXCEY,pcs
TO37896,31,WO94999,ab,WBIQB,pcs
TO37896,8,WO95000,ed,G3N9A,kg
TO37897,84,WO95001,cd,IPNH2,ltr
TO37897,80,WO95002,cd,XCW05,pcs
TO37897,62,WO95003,ed,0JQSP,ltr
TO37897,76,WO95004,ab,0U1BU,pcs
TO37898,69,WO95005,ab,8PZL2,pcs
TO37898,2,WO95006,bc,35YU4,pcs
TO37899,12,WO95007,ab,C5LMC,ltr
TO37899,44,WO95008,bc,89P97,ltr
TO37900,83,WO95009,bc,HUJRJ,kg
TO37901,55,WO95010,ed,H76CV,ltr
TO37902,56,WO95011,cd,AJL9M,ltr
TO37902,47,WO95012,ab,GV7YC,ltr
TO37902,16,WO95013,bc,08XXU,ltr
TO37903,74,WO95014,ab,1ZP5K,pcs
TO37903,81,WO95015,ed,P60FJ,ltr
TO37903,93,WO95016,bc,KP94Y,pcs
TO37904,92,WO95017,cd,Z3O5K,kg
TO37904,95,WO95018,cd,E7TS0,ltr
TO37905,78,WO95019,bc,8TJFC,kg
TO37905,52,WO95020,ed,UBCMS,ltr
TO37905,26,WO95021,cd,6LM8T,pcs
TO37906,92,WO95022,ab,NHSOU,kg
TO37906,49,WO95023,bc,5MLYP,kg
TO37906,36,WO95024,ed,WVALS,ltr
TO37907,2,WO95025,ed,U9BIZ,kg
TO37907,29,WO95026,cd,Y3BW0,ltr
TO37907,10,WO95027,ab,GJLA6,pcs
TO37907,4,WO95028,ed,3SZ0Z,ltr
TO37908,3,WO95029,ab,51JNP,pcs
TO37908,57,WO95030,cd,0MF35,kg
TO37908,98,WO95031,bc,66GZ9,ltr
TO37909,88,WO95032,cd,REFZH,kg
TO37909,29,WO95033,ab,PED0B,pcs
TO37910,19,WO95034,ab,BY2EW,pcs
TO37910,10,WO95035,bc,I8LV6,ltr
TO37910,93,WO95036,ed,U0XQ6,ltr
TO37910,33,WO95037,ab,4D5XA,pcs
TO37911,75,WO95038,cd,RJD7Q,kg
TO37911,6,WO95039,ab,QTRT4,ltr
TO37912,52,WO95040,ed,IS6QT,pcs
TO37912,20,WO95041,cd,QYQMI,kg
TO37913,79,WO95042,ab,0VWWL,ltr
TO37913,9,WO95043,cd,ODGGP,pcs
TO37914,90,WO95044,cd,PRRT1,kg
TO37914,29,WO95045,cd,ZXLHZ,pcs
TO37914,78,WO95046,ed,DEBGB,kg
TO37914,52,WO95047,ed,Z27PB,pcs
TO37915,76,WO95048,ed,AJL9M,ltr
TO37915,49,WO95049,cd,8EB9Q,ltr
TO37915,25,WO95050,ed,QV8KL,kg
TO37916,68,WO95051,cd,I8LV6,kg
TO37916,5,WO95052,ab,UJ7S1,kg
